user_name,nickname,bio_content,followers,following,keyword_repetitions,follower_following_ratio,total_favs,total_lists
Manoj Sugathan,masug,"#techtweets from #fintech #leader.  RT and auto tweet are not endorsements.  #followme #followback https://t.co/ewzbZg0tRv",100188,100190,5,0.9999800379279369,7,456
Starbucks Coffee,Starbucks,"Inspiring and nurturing the human spirit—one person, one cup, one neighborhood at a time.",11682860,99785,1,117.0803226937917,9762,28510
Адвокат Кожемякин А.,Kozhemjakin,Трое составляют коллегию  (принцип римского права),138984,97729,1,1.422136725025325,231,245
Tele Vans BH ®,TeleVansBH,"Tele Vans BH tem Locação de vans, carros, ônibus e micro ônibus em Belo Horizonte. https://t.co/XAmuJ7ytp7",96616,95321,1,1.013585673671069,6,656
Max It Magazine,MaxItMagazine,"#MaxIt is the global voice of #indiefilm - #short #series #feature. Campaign to Release! Submit Your Press Release Now! https://t.co/YsYhWf8C96",95327,95187,1,1.001470789078341,429,660
RockwellGlobalMedia,RockwellGlobal,"Changing the way we #communicate, #create, #inspire & #brand with #socialmedia #marketing. #RGM #creative #agency #entrepreneurs #startup #getsocial #goglobal",93581,93634,1,0.9994339662942948,16908,1434
chloe,Wantgram,"we're all in this together, 1 big family so put my notifications on & remember ONLY HO'S AINT LOYAL !",85500,91735,1,0.9320324848749114,996,116
Chad Stubbs,ChadStubbs_,Scru Society:. Music Producer. Tour Tickets! -- https://t.co/pLtL0zZUkT Sound Cloud -- https://t.co/j1pFmM3niw,92743,90352,2,1.026463166282982,62956,95
Tweeter Economy,twiteconomy,Marketing Consultant and blogger on thriving in the Twitter economy.,93281,89910,1,1.03749304860416,11,2059
أبُوُ عٌبُڊآلُرحمْنْ,tu999k,مهندس حاسب آلي .. مهتم بعالم التقنيه وكل مايدور بمنتجات أبل     ‏https://t.co/FtIdXbXsfs,96461,89791,3,1.074283614170685,1216,45
Brian G. Burns,BriangBurns,"Host of - The Brutal Truth about Sales & Selling PodCast - On iTunes and Stitcher apps - #Sales #SocialSelling #Success #Leadership",99200,89234,1,1.111683887307529,2637,1870
Pontofrio,pontofrio,"Chat com o ❤ Pinguim ❤ , ofertonas e lançamentos! HOJE TEM™!",243130,88877,1,2.735578383608808,37300,2174
 AppleJesus,AppleJesus,"Люблю Apple и поэтому продаю. Голос/Viber/Whatsapp/Telegram: +7(926)3728100. https://t.co/w0mE6zaaQl, http://t.co/V0xITpC2G5. Подписчикам скидки!",199926,88751,1,2.252661941837275,369,901
siyah gibi,siyahqibiyalniz,,118501,88638,1,1.336909677564927,16843,36
Paul Howard,paulretro,Scottish | 20 | Channel 4 | BBC River City | Modelling Agent: Mark@coloursagency.com | TV/Film Agent: jg@eringavinagency.co.uk,113224,88504,1,1.279309409744192,3128,101
